SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
1024,2,2,Urban,1999,107342.957321046,0,0,1
1370,2,1,Urban,1966,101217.98071849304,0,0,1
1524,3,3,Rural,1980,128864.15600936583,1,0,0
2342,4,1,Suburb,1980,190193.96034194503,0,1,0
1229,5,3,Suburb,2011,138694.9287565411,0,1,0
2125,2,2,Rural,1953,268054.09969455225,1,0,0
2473,4,3,Urban,2006,166017.8204123336,0,0,1
1377,4,1,Rural,1960,131949.2801531571,1,0,0
1887,3,2,Rural,1970,139854.22139213982,1,0,0
2924,3,2,Suburb,1971,275826.97784967866,0,1,0
2226,5,3,Rural,1977,299918.57733591937,1,0,0
2290,4,2,Urban,1980,311645.96287295833,0,0,1
1461,2,3,Rural,2007,208252.47405328945,1,0,0
1364,3,1,Urban,2005,153939.04820089787,0,0,1
2757,4,2,Urban,1982,271905.77316606155,0,0,1
1103,3,1,Suburb,1997,155493.16242952447,0,1,0
2134,4,3,Rural,1969,205694.84700426224,1,0,0
1427,3,3,Urban,1951,129319.75756910747,0,0,1
1468,2,1,Suburb,2008,229373.4276947652,0,1,0
2014,5,3,Rural,2016,186779.21383952047,1,0,0
2604,2,3,Suburb,2006,338445.1956796688,0,1,0
1869,3,1,Urban,2021,163805.5766130562,0,0,1
1769,3,1,Suburb,2012,209589.27406202076,0,1,0
1679,3,2,Rural,2015,170989.5297916032,1,0,0
1804,2,2,Suburb,1963,182137.87150920893,0,1,0
1885,3,1,Suburb,1975,169092.18260403664,0,1,0
1560,2,2,Rural,2012,205328.11773822305,1,0,0
2273,3,3,Suburb,1976,297384.1578713674,0,1,0
2505,5,2,Rural,1979,340730.8274491747,1,0,0
1330,5,2,Rural,1954,121422.27763745988,1,0,0
2955,3,3,Urban,1964,379427.4025736261,0,0,1
1586,4,1,Urban,2005,225523.28849797012,0,0,1
1200,2,3,Urban,2011,38978.97252957724,0,0,1
1453,3,2,Suburb,2007,175459.5750080004,0,1,0
2527,2,3,Urban,2005,321468.598506194,0,0,1
2569,4,1,Suburb,1961,292097.60001475783,0,1,0
1825,5,2,Rural,1960,182060.5510941351,1,0,0
1110,2,1,Urban,1962,46003.40634234692,0,0,1
2956,2,1,Rural,1968,259206.09096576853,1,0,0
1863,2,3,Urban,2001,230416.1053694016,0,0,1
2851,2,1,Urban,1995,233137.13592999396,0,0,1
1907,2,3,Urban,2008,185314.6344035916,0,0,1
2772,5,3,Suburb,1977,327356.3522274421,0,1,0
2567,2,2,Suburb,2020,239544.17773669853,0,1,0
2232,2,1,Suburb,1965,182798.89477918783,0,1,0
2667,5,1,Rural,1951,241628.3140285313,1,0,0
2641,3,1,Urban,1981,330856.92630455655,0,0,1
1032,3,1,Rural,1955,99740.83213256884,1,0,0
1554,2,1,Rural,1963,131183.0145545461,1,0,0
2903,5,3,Rural,2006,232639.03170420276,1,0,0
1106,2,2,Rural,1965,203299.02502360527,1,0,0
2288,3,2,Suburb,2010,214173.64195725007,0,1,0
1225,5,1,Suburb,1962,175109.86627940778,0,1,0
1486,4,3,Suburb,2018,228368.01688224677,0,1,0
1178,5,3,Suburb,2009,134653.60658184235,0,1,0
2245,3,1,Urban,1964,195884.97360299464,0,0,1
2393,5,2,Suburb,2000,203422.35802854085,0,1,0
1636,4,1,Suburb,2019,205794.8321006656,0,1,0
1787,5,3,Urban,1969,263579.1679275498,0,0,1
1166,2,1,Suburb,2018,114439.09795128496,0,1,0
1662,2,1,Rural,2004,181326.8552147936,1,0,0
2576,3,1,Suburb,2013,255766.53574139765,0,1,0
1299,5,3,Rural,1957,140282.4322099963,1,0,0
2404,3,2,Suburb,1978,329861.30449095496,0,1,0
1034,5,1,Rural,2000,148083.95019352617,1,0,0
1406,3,2,Suburb,1956,141257.456630135,0,1,0
2525,5,2,Urban,1980,269049.4330357624,0,0,1
1313,2,3,Rural,1951,126429.02345153896,1,0,0
1815,3,1,Suburb,2020,162616.1200136133,0,1,0
1742,3,1,Rural,1975,197540.7755809193,1,0,0
1726,4,2,Rural,2004,119134.03526537358,1,0,0
1825,5,2,Suburb,1999,152537.61560167986,0,1,0
2124,2,2,Suburb,1963,192286.6093286621,0,1,0
1568,2,3,Urban,2002,193028.69863924204,0,0,1
2238,2,3,Suburb,1971,198011.31614188824,0,1,0
2958,3,2,Suburb,1997,386034.8677898346,0,1,0
2691,2,3,Suburb,1964,255837.31064112764,0,1,0
1575,3,3,Rural,1990,170259.29911532934,1,0,0
1061,4,3,Suburb,1969,170014.93718097097,0,1,0
2874,2,1,Urban,1997,271623.56248543673,0,0,1
1368,4,3,Urban,1970,232646.97958509187,0,0,1
2391,5,2,Suburb,1980,262617.6640431932,0,1,0
2597,5,1,Rural,1995,303155.60520846315,1,0,0
1093,4,2,Urban,1982,125573.2771991922,0,0,1
2492,5,3,Suburb,1989,283124.8380658457,0,1,0
1983,2,2,Rural,2018,184034.04013635247,1,0,0
2876,2,2,Urban,1982,283126.14500254305,0,0,1
2049,3,3,Rural,2009,210978.03107970377,1,0,0
2458,4,2,Urban,1972,282757.0526913092,0,0,1
2144,4,3,Suburb,1970,181195.68784624228,0,1,0
1049,3,3,Suburb,1988,149061.77799232595,0,1,0
1882,2,3,Suburb,1980,239918.91131460396,0,1,0
1763,4,2,Rural,2020,259596.1561793261,1,0,0
1035,3,2,Urban,1969,116086.71406915392,0,0,1
2433,4,2,Urban,2014,279005.3634174634,0,0,1
2312,4,1,Suburb,1965,221707.3311109176,0,1,0
2402,3,2,Urban,1986,335942.8639691634,0,0,1
1099,4,3,Suburb,1973,106314.5848536652,0,1,0
2347,5,3,Suburb,1994,274732.9383376813,0,1,0
1328,3,1,Suburb,1983,242104.2425854674,0,1,0
2671,3,1,Rural,1957,323933.0466359686,1,0,0
1705,5,1,Rural,2016,110546.4191463078,1,0,0
1220,4,1,Rural,2007,137889.72539913296,1,0,0
2814,5,2,Urban,2000,325449.54680935765,0,0,1
2861,4,2,Suburb,1989,256041.4925850776,0,1,0
1566,2,3,Rural,1968,286959.46324955125,1,0,0
2962,5,2,Rural,2012,235720.9965138167,1,0,0
1995,5,1,Urban,2001,275807.2377484628,0,0,1
2021,5,1,Rural,1953,227771.27923389588,1,0,0
1109,2,1,Rural,1982,83209.39105267506,1,0,0
1148,4,1,Rural,2020,171605.2748771554,1,0,0
1405,2,2,Rural,1975,134892.8098195233,1,0,0
2800,5,3,Suburb,1965,427622.2450979025,0,1,0
2697,2,3,Suburb,2000,314423.0096474297,0,1,0
1698,5,2,Suburb,1961,226256.73072803463,0,1,0
2016,3,1,Rural,1957,219137.7033849655,1,0,0
2433,4,2,Suburb,1961,193772.68935336708,0,1,0
2152,5,2,Urban,1985,144985.7041773024,0,0,1
2507,2,3,Suburb,1997,296140.71842368843,0,1,0
1107,2,2,Rural,1982,172910.58377180263,1,0,0
1388,2,1,Suburb,1957,101143.04849658924,0,1,0
1424,4,2,Suburb,1976,152469.70358948322,0,1,0
1446,3,3,Urban,1979,196083.9159551345,0,0,1
1917,4,3,Urban,1961,156665.17488520872,0,0,1
2091,3,3,Rural,1962,288676.2311439459,1,0,0
2967,2,2,Suburb,1974,336068.23589583003,0,1,0
2089,4,1,Urban,1993,233858.06360197737,0,0,1
1655,3,1,Suburb,1955,277588.1509677096,0,1,0
2999,2,1,Urban,1989,334732.6740344337,0,0,1
2588,2,3,Suburb,2008,301251.98030821525,0,1,0
2663,4,3,Urban,1980,275471.1197513509,0,0,1
2527,3,3,Urban,1950,260166.4962488268,0,0,1
2527,2,1,Suburb,1963,233625.03710072357,0,1,0
1320,2,3,Rural,1996,107809.2638683147,1,0,0
1718,2,3,Urban,2004,244476.16784818625,0,0,1
2855,5,2,Rural,1965,265968.6595734246,1,0,0
1727,3,3,Urban,2001,213372.4770926686,0,0,1
1579,3,3,Rural,2002,138106.01702034165,1,0,0
1446,5,1,Rural,1997,181352.49350451172,1,0,0
2597,2,1,Urban,1963,277164.62969005824,0,0,1
1209,5,2,Urban,1990,110665.55504621848,0,0,1
1848,5,1,Suburb,1998,236939.0605990352,0,1,0
2862,5,1,Urban,2000,270553.1605485636,0,0,1
1369,3,3,Rural,1961,163609.2605750485,1,0,0
2964,2,2,Suburb,1958,194182.3223461053,0,1,0
2587,2,3,Suburb,2015,311735.954445105,0,1,0
2651,3,3,Suburb,1954,321897.5640274489,0,1,0
2916,3,2,Suburb,2015,391906.4178684668,0,1,0
2481,5,1,Rural,1951,309112.5995824478,1,0,0
2918,5,2,Urban,2015,254763.86946240903,0,0,1
1576,4,3,Rural,1970,113185.64681451242,1,0,0
2665,4,2,Rural,1977,341788.25841866067,1,0,0
1688,3,1,Urban,2008,268642.4438855043,0,0,1
1789,5,2,Suburb,1994,112553.33829303796,0,1,0
1991,3,3,Rural,2001,209811.88273644148,1,0,0
2948,5,3,Suburb,1994,330163.45836006006,0,1,0
1162,5,3,Urban,1979,129713.80165663852,0,0,1
1976,3,3,Suburb,2017,226474.34565770885,0,1,0
2355,3,1,Urban,1964,290111.9287108067,0,0,1
2687,2,2,Suburb,1981,380071.7754001827,0,1,0
1349,2,2,Urban,1950,180335.228445172,0,0,1
2771,4,2,Urban,2006,292246.88824750826,0,0,1
1669,3,1,Urban,2003,200134.3045645764,0,0,1
2491,4,2,Suburb,1971,218708.34758459663,0,1,0
1425,3,2,Rural,1980,160639.4466125082,1,0,0
1326,3,1,Suburb,1957,163814.02407076812,0,1,0
2129,3,3,Suburb,2012,224632.1315296073,0,1,0
2841,2,3,Suburb,1964,249039.1560179693,0,1,0
1254,4,1,Suburb,1996,128764.3983471902,0,1,0
1357,3,1,Rural,2005,133767.66401124443,1,0,0
2990,4,3,Rural,2013,280358.03769844165,1,0,0
1443,4,1,Urban,1973,104442.71685845595,0,0,1
1112,2,2,Rural,1964,63555.93292861928,1,0,0
2053,2,2,Urban,1980,254888.18696491333,0,0,1
1523,3,1,Rural,2013,131745.95843910653,1,0,0
1688,5,3,Urban,1989,165187.01812067328,0,0,1
1990,4,2,Suburb,1988,305273.9717552199,0,1,0
2873,2,3,Rural,2005,268821.5680434525,1,0,0
1045,4,2,Urban,1958,200426.6416674804,0,0,1
2194,5,3,Rural,1951,323105.4113928658,1,0,0
2153,4,1,Rural,1996,225006.9309075816,1,0,0
1756,3,2,Suburb,2009,218341.78141548124,0,1,0
2376,4,2,Rural,1963,204136.60944466703,1,0,0
2226,2,2,Rural,2013,184120.5441879339,1,0,0
2249,3,1,Suburb,1996,279276.2118015507,0,1,0
2103,3,1,Rural,1951,300550.5636713799,1,0,0
2333,5,3,Suburb,1998,296281.5734745439,0,1,0
2058,3,3,Urban,1960,212626.1979964812,0,0,1
1563,2,3,Rural,1971,155622.29888764152,1,0,0
1160,5,2,Suburb,1958,146096.00857972662,0,1,0
2619,3,3,Rural,1998,336205.2912984885,1,0,0
1839,5,3,Suburb,1994,191596.58122294612,0,1,0
2458,4,2,Suburb,1991,257733.0485443129,0,1,0
1537,3,3,Urban,1993,210621.89869675375,0,0,1
1224,2,2,Rural,2013,191600.96467807543,1,0,0
2469,2,2,Rural,2011,251291.2476312565,1,0,0
2340,3,3,Suburb,2019,235067.06678619457,0,1,0
2689,4,3,Urban,1984,273938.9443802726,0,0,1
2828,5,3,Rural,2000,358597.96760105086,1,0,0
2437,2,1,Rural,1954,267460.0723629541,1,0,0
1094,2,3,Suburb,2005,91309.62337254912,0,1,0
2248,5,1,Rural,1987,343919.2235647388,1,0,0
2802,5,2,Urban,1985,342861.298589458,0,0,1
1948,2,2,Rural,1957,220748.0750141458,1,0,0
1552,5,3,Rural,1967,189096.5405827246,1,0,0
1644,3,3,Suburb,1999,162300.87567934248,0,1,0
1065,2,3,Suburb,2009,50171.21957859467,0,1,0
2420,2,1,Urban,2015,303594.5216455066,0,0,1
2982,2,2,Rural,1974,286503.6895606727,1,0,0
2233,3,1,Suburb,2014,216161.5956941257,0,1,0
2497,2,3,Urban,1999,261707.7009610114,0,0,1
1664,5,1,Urban,2020,171464.1716740824,0,0,1
1683,2,2,Rural,2008,244364.3533020287,1,0,0
1909,3,3,Urban,1991,158953.38036454696,0,0,1
1836,3,1,Rural,1984,182652.1916759121,1,0,0
1570,4,2,Suburb,2010,112645.23923207322,0,1,0
1695,2,3,Rural,1965,148441.60976101327,1,0,0
2513,3,3,Urban,2006,255398.16230151127,0,0,1
1179,4,3,Rural,2002,205009.09130499547,1,0,0
1833,2,3,Suburb,2006,187528.13352163523,0,1,0
2859,3,1,Suburb,1959,319153.9236203929,0,1,0
2547,3,1,Urban,1996,226502.4409515597,0,0,1
2482,2,3,Suburb,1954,259244.9878932607,0,1,0
2091,2,3,Rural,2018,222626.5058701874,1,0,0
2962,4,1,Rural,1995,206074.34281295203,1,0,0
2352,2,1,Suburb,1955,225065.41947893283,0,1,0
1201,2,3,Urban,2010,209166.35312588623,0,0,1
2498,5,3,Urban,1954,255367.564613646,0,0,1
2541,2,1,Suburb,1951,329451.58991007745,0,1,0
2038,3,1,Urban,1998,279353.5842110412,0,0,1
2065,4,1,Rural,1977,162626.17812127504,1,0,0
1542,4,1,Urban,2010,153527.22720905603,0,0,1
1981,4,3,Urban,1993,146816.75400225268,0,0,1
2716,3,1,Suburb,1953,287104.1370979771,0,1,0
1773,2,3,Suburb,2006,293046.6242578496,0,1,0
2312,3,1,Rural,1977,320354.64248639304,1,0,0
2948,5,1,Suburb,2001,323516.9302448466,0,1,0
2556,4,2,Suburb,1971,275298.21538556647,0,1,0
2915,2,2,Urban,1999,412460.174210261,0,0,1
1693,2,2,Rural,1959,137624.82791514363,1,0,0
2719,4,1,Urban,2002,328399.4190265669,0,0,1
2267,5,2,Urban,1985,176505.05702510092,0,0,1
2885,5,2,Suburb,2011,237681.0075047075,0,1,0
2684,2,3,Suburb,1958,238252.3044027649,0,1,0
2791,3,2,Urban,1971,275248.7670496009,0,0,1
1611,4,2,Rural,1975,192065.4270647567,1,0,0
2590,3,3,Rural,2015,313298.1496179932,1,0,0
2721,2,1,Suburb,2005,236713.22074591537,0,1,0
2855,4,2,Rural,1955,338394.0370113648,1,0,0
2621,5,3,Suburb,1963,412366.1270878916,0,1,0
2197,5,3,Urban,1974,224312.10218716477,0,0,1
2557,5,2,Rural,1997,291214.8243818936,1,0,0
2532,2,3,Suburb,1989,302834.4523083769,0,1,0
1243,5,2,Rural,1983,216797.6756285819,1,0,0
1059,4,1,Suburb,1955,27276.36469146573,0,1,0
1103,4,2,Rural,1951,133167.75618159375,1,0,0
1650,4,1,Rural,1954,293152.9502871013,1,0,0
2326,4,3,Suburb,1964,139054.32631221472,0,1,0
2694,5,3,Urban,1958,288584.60501082544,0,0,1
2010,4,1,Suburb,1956,261321.75150673903,0,1,0
2767,2,2,Urban,1974,262002.9604081549,0,0,1
1076,4,2,Suburb,1986,202433.09380010676,0,1,0
2041,5,2,Urban,1977,210117.83974509375,0,0,1
2557,5,3,Urban,1994,340979.29361226526,0,0,1
2207,3,3,Suburb,1950,290148.1626766764,0,1,0
2680,4,1,Urban,2017,276708.3049613869,0,0,1
2573,5,2,Urban,1987,328903.4155425596,0,0,1
2304,3,3,Suburb,1995,217168.88848695383,0,1,0
2311,2,3,Urban,1960,324442.4178069695,0,0,1
2678,4,3,Urban,1973,366654.0657969994,0,0,1
2548,5,1,Urban,1959,391462.6027812435,0,0,1
1697,5,3,Suburb,1951,291395.52899294824,0,1,0
2497,4,1,Suburb,1983,314491.2375361268,0,1,0
1945,3,1,Urban,1950,180400.52246608076,0,0,1
1266,4,1,Urban,1984,228689.0895099328,0,0,1
1780,2,2,Rural,2017,240120.57908853417,1,0,0
1608,2,2,Rural,2005,142887.62074732315,1,0,0
1945,4,3,Urban,1976,216914.9641258111,0,0,1
2380,3,2,Rural,1951,258341.00026764613,1,0,0
2829,2,2,Rural,1952,240694.21866626656,1,0,0
2024,4,3,Suburb,2003,196644.3048434645,0,1,0
2830,3,1,Suburb,1967,355974.3901439598,0,1,0
2050,3,1,Rural,1959,254978.6807672945,1,0,0
1547,5,3,Urban,1997,313020.8519044469,0,0,1
1159,2,3,Rural,1969,86227.01070765068,1,0,0
1936,4,2,Suburb,1978,219235.4446342741,0,1,0
1398,2,1,Rural,1954,141705.73481989864,1,0,0
1542,3,2,Rural,1978,207110.728138729,1,0,0
1126,5,1,Rural,1962,128222.46055195556,1,0,0
2797,2,1,Suburb,1972,237566.4139791291,0,1,0
2880,4,2,Rural,1994,283600.04531083576,1,0,0
2008,2,1,Urban,2019,280054.2894520341,0,0,1
1947,3,1,Rural,1950,184628.58786960447,1,0,0
1209,5,1,Rural,1955,162173.58951913705,1,0,0
1149,2,2,Rural,1992,127651.044943453,1,0,0
1030,3,2,Rural,1998,89034.40491098119,1,0,0
1611,3,3,Suburb,1981,212212.05491783496,0,1,0
2864,5,1,Rural,1997,360728.90486700647,1,0,0
1301,3,1,Suburb,2007,194425.61894297772,0,1,0
1962,2,1,Suburb,1983,213417.60856342723,0,1,0
1864,4,2,Urban,1985,264843.45171772124,0,0,1
2754,5,1,Rural,2000,240158.54482553032,1,0,0
1764,3,2,Suburb,2017,176771.4655034408,0,1,0
1682,2,2,Suburb,2000,175799.79537397422,0,1,0
1256,5,2,Suburb,1955,158492.45765856424,0,1,0
1939,3,2,Rural,1994,303103.0656715157,1,0,0
2080,2,3,Rural,1988,184695.78461754584,1,0,0
1008,3,2,Urban,1968,92941.16502442086,0,0,1
2028,2,3,Suburb,1970,198692.22877154,0,1,0
1846,3,2,Suburb,2018,250888.4997244549,0,1,0
2137,5,2,Urban,2004,266544.1604223057,0,0,1
1776,5,1,Urban,1961,298569.5389175287,0,0,1
1684,5,2,Urban,2018,193133.4574387724,0,0,1
1731,3,1,Suburb,1961,215692.63002156888,0,1,0
2228,3,2,Urban,1950,279988.1653142691,0,0,1
1023,5,3,Rural,1998,80778.3589994506,1,0,0
1492,5,3,Urban,1978,181317.54827730596,0,0,1
1969,4,3,Suburb,1998,214477.05786081916,0,1,0
2705,2,2,Rural,1966,320338.0162371701,1,0,0
2429,4,1,Suburb,1984,373530.02086521685,0,1,0
1102,2,2,Urban,2012,99121.52766548072,0,0,1
2083,3,1,Urban,1953,256714.0363238934,0,0,1
2109,2,3,Urban,1970,219194.02563075707,0,0,1
1766,2,1,Urban,1984,148246.42649923556,0,0,1
2022,3,3,Rural,2004,202152.9199760033,1,0,0
2700,3,1,Rural,2002,304536.07677134033,1,0,0
1371,3,1,Suburb,2021,181820.389225542,0,1,0
1678,5,1,Suburb,1953,230308.69739441332,0,1,0
1595,5,3,Rural,1998,187442.58908949053,1,0,0
2993,2,3,Suburb,2021,273396.07262072794,0,1,0
1201,3,3,Suburb,1972,90414.62055163994,0,1,0
2625,5,3,Urban,1991,261843.2406708788,0,0,1
1088,3,1,Suburb,2015,36353.35705644224,0,1,0
1436,2,3,Suburb,1985,132559.7502798809,0,1,0
1119,5,2,Urban,1971,137218.7126051569,0,0,1
1155,5,1,Urban,1982,51271.63708331974,0,0,1
2996,4,2,Suburb,2001,290904.27137824835,0,1,0
1398,2,3,Rural,1972,150963.97522293092,1,0,0
2723,5,1,Suburb,1972,354581.4012633958,0,1,0
1187,2,3,Suburb,1962,132623.63206733382,0,1,0
2797,2,1,Rural,1950,392990.43384715024,1,0,0
2075,3,1,Urban,1983,284690.14866938733,0,0,1
1651,2,3,Suburb,1987,172788.37182061106,0,1,0
2554,4,3,Urban,1973,229916.31650155853,0,0,1
2503,5,1,Suburb,2014,213348.72411119184,0,1,0
1586,2,2,Rural,2018,158973.43812584816,1,0,0
1229,2,1,Suburb,1956,95250.88437371892,0,1,0
2504,3,3,Rural,2011,314643.867282489,1,0,0
2153,3,3,Rural,1977,311397.8993744548,1,0,0
1054,4,2,Rural,1950,46223.48231253309,1,0,0
1270,2,2,Urban,1962,222292.34216813315,0,0,1
2983,2,1,Suburb,2000,449113.4464219622,0,1,0
2123,2,1,Suburb,2020,236558.09241822068,0,1,0
2092,2,2,Rural,1999,180467.54486171424,1,0,0
2934,5,1,Rural,2010,336624.9304048063,1,0,0
2322,2,3,Rural,2005,256041.9915234665,1,0,0
1969,2,1,Urban,1971,255042.69252785057,0,0,1
2552,5,1,Suburb,2002,266192.87882875674,0,1,0
2377,3,2,Suburb,1970,284666.17948616605,0,1,0
2651,4,3,Suburb,1965,292308.1999825213,0,1,0
2175,2,1,Suburb,2007,167114.35702355928,0,1,0
1329,5,1,Rural,1964,167415.5460257621,1,0,0
1115,2,3,Rural,2002,112096.05414402924,1,0,0
2565,3,3,Urban,1969,265527.8753617853,0,0,1
1322,5,3,Rural,2002,112705.61095421834,1,0,0
1562,5,1,Suburb,1972,272710.0595599901,0,1,0
2595,5,2,Rural,2006,306278.9136791283,1,0,0
1228,2,1,Rural,1969,152779.1879405614,1,0,0
2794,3,1,Urban,1980,277798.68328314275,0,0,1
1359,4,3,Suburb,1997,101677.28140972032,0,1,0
2028,5,3,Urban,1958,169852.01622195443,0,0,1
1027,2,1,Urban,1954,99316.40965832886,0,0,1
2789,4,3,Urban,1963,339196.68644280185,0,0,1
2387,5,1,Urban,1988,313263.1496228463,0,0,1
2485,2,3,Rural,1998,219486.8362600313,1,0,0
2254,4,2,Suburb,1959,136150.5888414938,0,1,0
2418,4,1,Rural,1981,296759.54461861594,1,0,0
2991,5,1,Suburb,2013,293281.9872015074,0,1,0
1868,2,3,Suburb,2019,231552.52564072804,0,1,0
2735,4,1,Rural,2009,325444.38801419456,1,0,0
2867,3,1,Suburb,1976,329224.2792151309,0,1,0
2294,3,1,Suburb,1951,240484.286797045,0,1,0
2874,4,3,Rural,1990,427367.8226622582,1,0,0
2327,5,3,Urban,2000,191526.49550381105,0,0,1
2406,5,1,Suburb,2016,194150.9977853416,0,1,0
2581,5,2,Suburb,2010,184893.6321749516,0,1,0
1027,4,2,Suburb,1957,113686.75403154586,0,1,0
2542,5,1,Urban,1955,286196.5108524854,0,0,1
1743,5,2,Rural,2006,122864.45037227627,1,0,0
2222,3,1,Urban,2005,288690.0809404014,0,0,1
2629,2,3,Suburb,1971,358335.65548386105,0,1,0
2105,3,2,Urban,1999,257634.00929119904,0,0,1
2111,4,2,Rural,1985,253130.6145859525,1,0,0
2413,3,1,Urban,1986,109236.67122767732,0,0,1
2721,2,1,Suburb,2011,270632.89479088143,0,1,0
2778,3,3,Urban,1978,297307.0127398379,0,0,1
1579,5,2,Rural,2014,245512.3527402568,1,0,0
2846,2,2,Suburb,1956,265573.4932963645,0,1,0
1450,4,2,Rural,1958,226160.33987650689,1,0,0
1432,3,2,Urban,1960,210377.22513375737,0,0,1
1373,3,1,Urban,2010,194793.24742526165,0,0,1
1434,5,3,Rural,1953,188791.9104572279,1,0,0
2210,2,2,Urban,2011,119683.64237435636,0,0,1
2774,5,3,Rural,2012,327512.98313146987,1,0,0
2413,3,1,Urban,1989,341225.77635732293,0,0,1
1217,3,1,Rural,1970,179959.43468993896,1,0,0
2131,2,1,Rural,1974,285497.08850782894,1,0,0
2842,3,3,Urban,1991,245443.12933105588,0,0,1
2573,2,3,Urban,1998,230993.914624285,0,0,1
2930,4,2,Rural,1978,297140.6295700082,1,0,0
1947,3,3,Rural,2010,268776.0122313889,1,0,0
1348,2,3,Rural,1959,174830.91649380876,1,0,0
1787,2,2,Suburb,1990,231117.32937934037,0,1,0
2545,5,1,Urban,1995,289049.8526657636,0,0,1
1025,3,1,Urban,2008,126503.63396755552,0,0,1
2071,5,3,Rural,2018,158672.24180538394,1,0,0
1858,2,2,Rural,2007,140174.49994516213,1,0,0
1369,4,3,Urban,1953,192617.40144976944,0,0,1
2037,4,3,Rural,1990,132811.17624386013,1,0,0
2635,3,1,Rural,1966,276319.75544392155,1,0,0
2210,4,2,Suburb,2003,232323.67926079212,0,1,0
2547,3,3,Urban,2013,350460.78405442566,0,0,1
1883,3,3,Suburb,1996,234241.8723834981,0,1,0
2914,2,3,Suburb,2021,361311.094682558,0,1,0
1278,2,1,Rural,2004,156546.22633928142,1,0,0
1340,2,1,Rural,1990,199646.00421252847,1,0,0
2351,5,3,Suburb,1962,304184.8698369487,0,1,0
2702,2,2,Rural,1999,238009.50627871795,1,0,0
2657,3,1,Suburb,1989,281320.34219423565,0,1,0
2928,2,3,Suburb,2007,278252.2776314358,0,1,0
1606,5,1,Suburb,1982,221176.75879664268,0,1,0
2048,2,1,Suburb,1981,240806.8366417169,0,1,0
1528,4,3,Urban,1994,153739.583338779,0,0,1
1425,3,1,Urban,1960,187325.00230133068,0,0,1
1028,4,1,Urban,1977,77529.4965379573,0,0,1
1955,4,3,Suburb,1988,227907.96283834477,0,1,0
1322,5,1,Suburb,1981,164575.2238815636,0,1,0
2876,4,3,Rural,2009,314360.58468493994,1,0,0
1312,2,3,Urban,1952,70858.82688613904,0,0,1
1583,3,3,Rural,1975,243201.46358269104,1,0,0
2293,4,1,Urban,1975,168258.7517920331,0,0,1
1761,4,2,Rural,1968,206274.0685878849,1,0,0
1294,3,2,Rural,2009,152237.99706988112,1,0,0
1655,2,1,Urban,1995,95094.25627795947,0,0,1
1785,4,1,Urban,1971,257913.362498628,0,0,1
1222,3,3,Rural,1963,115892.34496602384,1,0,0
1074,2,2,Rural,1984,150109.2801933447,1,0,0
1101,2,2,Rural,1954,144392.4716127096,1,0,0
2555,2,1,Urban,1983,244511.34173076996,0,0,1
2652,5,3,Suburb,1990,243769.0340821936,0,1,0
2709,2,1,Rural,1959,211843.08941516897,1,0,0
1884,2,1,Suburb,2004,181858.75766236367,0,1,0
1172,3,2,Urban,1996,222123.16740537703,0,0,1
2027,5,1,Rural,1960,250922.9042517313,1,0,0
2875,2,2,Urban,2017,363486.2726071695,0,0,1
2502,4,1,Suburb,2021,277092.2261785577,0,1,0
2683,5,2,Urban,2001,273092.8588853385,0,0,1
1394,3,2,Rural,1980,163492.34213423036,1,0,0
2649,5,2,Rural,1974,292108.05110017455,1,0,0
1832,4,2,Urban,1983,122571.70325700798,0,0,1
2003,5,3,Urban,1976,249113.8958529157,0,0,1
2937,4,2,Rural,2014,265156.1005195913,1,0,0
1166,2,3,Urban,1962,71408.26104034753,0,0,1
1299,2,3,Urban,1987,153612.44524763696,0,0,1
1117,5,1,Rural,2015,160522.0443283368,1,0,0
1511,5,2,Urban,2014,185731.7940547956,0,0,1
1611,3,1,Urban,1951,184736.46883875725,0,0,1
2809,3,1,Rural,1981,301053.6556219866,1,0,0
2198,4,2,Suburb,1988,228541.5688608044,0,1,0
1158,2,2,Urban,1982,114972.99481521155,0,0,1
2407,5,1,Suburb,1985,276340.44129100564,0,1,0
2250,2,1,Urban,1970,267852.5675483477,0,0,1
2958,5,2,Rural,1954,311102.3030846191,1,0,0
2061,4,3,Rural,1963,141496.55005345464,1,0,0
1462,2,3,Urban,2003,169664.95363015615,0,0,1
2454,3,1,Urban,1961,253586.0944832484,0,0,1
2733,4,3,Suburb,1984,303836.6253123476,0,1,0
2671,2,1,Rural,2016,264542.5031874251,1,0,0
1103,4,2,Suburb,1969,108138.56921629905,0,1,0
1981,5,1,Rural,2021,292263.3420660895,1,0,0
2216,2,3,Rural,2008,197279.2306111831,1,0,0
1249,2,3,Suburb,1966,239597.12940043517,0,1,0
2036,2,3,Suburb,2005,185145.5487541206,0,1,0
1566,3,2,Rural,1981,160833.27435712857,1,0,0
2879,4,2,Urban,1964,350030.3873027049,0,0,1
1596,3,2,Urban,1992,255863.59247742768,0,0,1
1620,3,3,Urban,1971,227253.24544640607,0,0,1
1554,4,2,Rural,2015,255305.82061630048,1,0,0
2411,4,2,Rural,1960,303818.27992242336,1,0,0
1070,2,2,Rural,1990,91661.3532336064,1,0,0
1955,2,1,Urban,1995,265633.911172359,0,0,1
2803,4,3,Suburb,1958,208395.54259548752,0,1,0
